loc_lat,loc_lon,loc_type,location,us_state,unclear_loc,implausible_assigned_loc
36.37410569,-119.27023,user_loc,"California, USA",California,0,0
31.46273305,-99.33305009,user_loc,"Texas, USA",Texas,0,0
37.66588,-91.84793,user_loc,everywhere,Missouri,1,1
42.35866,-71.05674,user_loc,"Boston, MA",Massachusetts,0,0
42.99960434,-107.5516102,user_loc,"Wyoming, USA",Wyoming,0,0
32.76654254,-86.84028686,user_loc,"Alabama, USA",Alabama,0,0
44.97902,-93.26494,user_loc,"Minneapolis, MN",Minnesota,0,0
37.98329,-120.38219,user_loc,"Sonora, CA",California,0,0
39.05406,-82.63973,user_loc,"Jackson, OH",Ohio,0,0
44.28346,-64.86549,user_loc,The South,other,1,0
39.39870316,-99.41461919,user_loc,USA,Kansas,0,0
28.80249,-81.64452,user_loc,"Mount Dora, FL",Florida,0,0
12.96618,77.5869,user_loc,"Bengaluru, India",other,0,0
30.42084,-87.21723,user_loc,"Pensacola, FL",Florida,0,0
40.63103,-75.37789,user_loc,"Bethlehem, PA",Pennsylvania,0,0
39.39870316,-99.41461919,user_loc,United States,Kansas,0,0
39.39870316,-99.41461919,user_loc,United States,Kansas,0,0
34.84827,-82.40011,user_loc,Greenville SC,South Carolina,0,0
56.04399,12.69611,user_loc,"Helsingborg, Sweden",other,0,0
33.59174,-86.49453,user_loc,"Moody, AL",Alabama,0,0
33.38791,-86.80603,user_loc,"Hoover, AL",Alabama,0,0
37.66588,-91.84793,user_loc,Everywhere,Missouri,0,0
37.77712,-122.41964,user_loc,"San Francisco, CA",California,0,0
26.62982,-81.95694,user_loc,"Cape Coral, FL",Florida,0,0
52.65143148,8.679540159,user_loc,stranger in a strange land,other,1,0
39.39870316,-99.41461919,user_loc,United States,Kansas,0,0
36.17193,-115.14001,user_loc,"Las Vegas, NV",Nevada,0,0
41.61109578,-86.70851497,user_loc,frm LosAngeles now in Virginia,Indiana,1,1
46.78472676,7.264068646,user_loc,With those making sense.,other,1,0
16.41302,120.59076,user_loc,"USA, Baguio Philippines",other,0,0
33.82321,-116.51196,user_loc,"Palm Springs, CA",California,0,0
43.85122012,-104.1868053,user_loc,Newcastle/York,Wyoming,0,0
28.5660449,-81.68864879,user_loc,"Florida, USA",Florida,0,0
38.87578,-77.00611,user_loc,A dark void somewhere,District of Columbia,1,1
48.70870208,19.48774911,user_loc,Slovak Republic,other,0,0
28.63078827,77.29380509,user_loc,"East of IN, West of PA🌎☮🇺🇸✌",other,1,0
40.89651165,-77.83875078,user_loc,Pennsylvania,Pennsylvania,0,0
37.79388,-79.99546,user_loc,COviNGTON va BAbY!!!,Virginia,1,0
42.35866,-71.05674,user_loc,"Boston, MA",Massachusetts,0,0
53.47959,-2.24874,user_loc,"Manchester, England",other,0,0
39.68233,-76.60219,user_loc,Trump's America (Sigh),Maryland,1,1
41.50473,-81.69074,user_loc,"Cleveland, OH",Ohio,0,0
4.74705,-74.10252,user_loc,🇺🇸🌎 UNIVERSAL,other,1,0
26.68145,-80.04587,user_loc,Lake Worth FL.,Florida,0,0
46.34885577,-94.20079058,user_loc,Minnesota,Minnesota,0,0
47.20102827,28.46370619,user_loc,MD,other,0,0
39.91980696,-86.28179349,user_loc,"Indiana, USA",Indiana,0,0
39.39870316,-99.41461919,user_loc,USA,Kansas,0,0
39.39870316,-99.41461919,user_loc,United States ,Kansas,0,0
44.12519983,-84.1966975,user_loc,"Michigan, USA",Michigan,0,0
35.58268395,-97.50859936,user_loc,"Oklahoma, USA",Oklahoma,0,0
40.73201,8.54003,user_loc,The Old Internet,other,1,0
42.15818,-71.15136,user_loc,2021,Massachusetts,1,1
39.39870316,-99.41461919,user_loc,United States,Kansas,0,0
35.53934434,-79.18541791,user_loc,"North Carolina, USA",North Carolina,0,0
39.39870316,-99.41461919,user_loc,United States,Kansas,0,0
40.71455,-74.00714,user_loc,New York,New York,0,0
36.37410569,-119.27023,user_loc,"California, USA",California,0,0
22.24564522,114.2294514,user_loc,Obelisk of Wokeness,other,1,0
44.64483337,-89.73918542,user_loc,Wisconsin,Wisconsin,0,0
53.33306,-6.24889,user_loc,"Dublin City, Ireland",other,0,0
41.61977774,-87.0880267,user_loc,"Indiana, USA & Planet Earth",Indiana,0,0
-23.54175,-46.68389,user_loc,Reality,other,0,0
39.39870316,-99.41461919,user_loc,USA,Kansas,0,0
43.28408,-92.81031,user_loc,"Osage,Kiikaapoi,Očeti Šakòwiŋ",Iowa,1,1
39.39870316,-99.41461919,user_loc,United States,Kansas,0,0
48.23987,-122.40049,user_loc," Camano Island, WA. USA",other,0,0
5.17697,10.38046,user_loc,WatchingYou,other,1,0
39.39870316,-99.41461919,user_loc,United States,Kansas,0,0
47.20102827,28.46370619,user_loc,Md,other,1,0
40.63103,-75.37789,user_loc,"Bethlehem, PA",Pennsylvania,0,0
34.05361,-118.2455,user_loc,Los Angeles,California,0,0
49.73885405,15.33177009,user_loc,Czech republic  🇨🇿,other,0,0
54.97789,-1.61162,user_loc,"Newcastle Upon Tyne, England",other,0,0
44.80941,20.47549,user_loc,DodgenArt,other,1,0
36.37410569,-119.27023,user_loc,"California, USA",California,0,0
39.39870316,-99.41461919,user_loc,United States,Kansas,0,0
35.8430027,-86.34305118,user_loc,"Tennessee, USA",Tennessee,0,0
-34.65772,-58.5625,user_loc,MAGA Country,other,1,0
36.37410569,-119.27023,user_loc,california,California,0,0
32.71568,-117.16171,user_loc,"San Diego, California",California,0,0
-6.893,107.58566,user_loc,She/her,other,1,0
47.52679,-54.94998,user_loc,"St. Bernard's, NL Canada",other,0,0
38.9858,-94.67161,user_loc,"Overland Park, KS",Kansas,0,0
43.00192,-89.40547,user_loc,"Fitchburg, WI",Wisconsin,0,0
38.18029,-92.6227,user_loc,Lake Ozark Missouri,Missouri,0,0
43.01458,-88.23548,user_loc,"Waukesha, WI",Wisconsin,0,0
39.39870316,-99.41461919,user_loc,United States,Kansas,0,0
40.89651165,-77.83875078,user_loc,"Pennsylvania, USA",Pennsylvania,0,0
36.16784,-86.77816,user_loc,"Nashville, TN",Tennessee,0,0
33.66222,-112.1864,user_loc,Midwestern U.S.A.,Arizona,0,0
-27.40696,28.13223,user_loc,Present,other,1,0
45.51179,-122.67563,user_loc,Portland Oregon,Oregon,0,0
30.89264,28.84935,user_loc,The G,other,1,0
38.62775,-90.19956,user_loc,"St Louis, MO",Missouri,0,0
39.39870316,-99.41461919,user_loc,United States,Kansas,0,0
51.49135,-3.16941,user_loc,The Gated Community,other,1,0
42.61159,-71.23265,user_loc,"Tewksbury, MA",Massachusetts,0,0
53.40838661,-1.969559544,user_loc,United Kingdom,other,0,0
36.17193,-115.14001,user_loc,"Las Vegas, NV",Nevada,0,0
51.11063105,10.39227793,user_loc,Deutschland,other,1,0
40.76223,-74.00046,user_loc,People's Republic of New York ,New York,1,0
7.629182541,-5.554728588,user_loc,Côte d'Ivoire 🇨🇮,other,0,0
43.64869,-79.38544,user_loc,"Toronto, Canada",other,0,0
42.35866,-71.05674,user_loc,"Boston, MA",Massachusetts,0,0
33.74831,-84.39111,user_loc,"Atlanta, GA",Georgia,0,0
33.02079,-96.69925,user_loc,"Plano, TX",Texas,0,0
54.5618607,-125.1040949,user_loc,"British Columbia, Canada",other,0,0
47.59796,-120.65801,user_loc,"Leavenworth, WA",Washington,0,0
35.53934434,-79.18541791,user_loc,"North Carolina, USA",North Carolina,0,0
60.10867,-113.64258,user_loc,Canada 🇨🇦,other,1,1
29.49379,-98.67331,user_loc,The Formerly Great Northwest,Texas,0,0
42.99960434,-107.5516102,user_loc,"Wyoming, USA",Wyoming,0,0
38.8046,-77.04341,user_loc,"Alexandria, VA",District of Columbia,0,0
39.35648204,-116.6554364,user_loc,Nevada,Nevada,0,0
28.53823,-81.37739,user_loc,"orlando, fl",Florida,0,0
40.67526043,-73.89568279,user_loc,NJ.NYC,New York,0,0
22.56836,88.3508,user_loc,Daygo,other,1,0
39.39870316,-99.41461919,user_loc,United States,Kansas,0,0
25.77481,-80.19773,user_loc,Miami ,Florida,0,0
40.71455,-74.00714,user_loc,"New York, NY",New York,0,0
28.5660449,-81.68864879,user_loc,Florida,Florida,0,0
33.23615,-96.80249,user_loc,"Prosper, TX",Texas,0,0
-36.84839904,174.7643879,user_loc,"Auckland, New Zealand",other,0,0
42.05702,-87.68645,user_loc,"Evanston, IL",Illinois,0,0
39.39870316,-99.41461919,user_loc,USA,Kansas,0,0
45.31524992,-69.20394706,user_loc,"Maine, USA",Maine,0,0
38.64631505,-121.7454449,user_loc,"Woodland, CA near Davis n Sac",California,0,0
34.05361,-118.2455,user_loc,Los Angeles,California,0,0
50.66698075,8.601243115,user_loc,he/him,other,1,0
39.91980696,-86.28179349,user_loc,Indiana,Indiana,0,0
33.494,-111.92069,user_loc,"Scottsdale, AZ",Arizona,0,0
40.71455,-74.00714,user_loc,NYC,New York,0,0
39.39870316,-99.41461919,user_loc,USA,Kansas,0,0
40.25113,-75.24639,user_loc,"Montgomeryville, PA",Pennsylvania,0,0
41.65782,-91.52653,user_loc,"Iowa City, Iowa",Iowa,0,0
38.36798275,-92.47774662,user_loc,"Missouri, USA",Missouri,0,0
54.92876727,-97.43101687,user_loc,"Manitoba, Canada",other,0,0
35.85808,-87.69167,user_loc,only Follow those who followme,Tennessee,1,1
37.77712,-122.41964,user_loc,"SF Bay, HK, MTY @ MX, STHLM @ SE",California,0,0
34.05361,-118.2455,user_loc,"Los Angeles, CA",California,0,0
39.39870316,-99.41461919,user_loc,United States,Kansas,0,0
21.23101,72.8283,user_loc,Instagram: @MorganicInk,other,1,0
54.5618607,-125.1040949,user_loc,"British Columbia, Canada",other,0,0
33.68654004,-117.7149449,user_loc,Northern California,California,0,0
38.36798275,-92.47774662,user_loc,"Missouri, USA",Missouri,0,0
47.07769054,-94.74379992,user_loc,"Live in Minnesota, go blue!",Minnesota,1,0
-37.81739,144.96751,user_loc,Melbourne Australia,other,0,0
40.63487,14.60252,user_loc,Floridiana,other,1,0
39.96422,-75.16185,user_loc,"South Philadelphia, PA",Pennsylvania,0,0
40.675,-96.7003,user_loc,DM=block,Nebraska,1,1
60.10867,-113.64258,user_loc,Canada,other,0,0
33.6873,-117.82591,user_loc,"Irvine,CA",California,0,0
38.48082,-82.64384,user_loc,"Ashland, KY",Ohio,0,0
39.96199,-83.00275,user_loc,"Columbus, OH",Ohio,0,0
34.05361,-118.2455,user_loc,"Los Angeles, CA",California,0,0
27.76927,-82.393,user_loc,"Apollo Beach, FL",Florida,0,0
25.77481,-80.19773,user_loc,"Miami, Florida",Florida,0,0
-37.81739,144.96751,user_loc,"Melbourne, Australia.",other,0,0
37.66588,-91.84793,user_loc,Everywhere,Missouri,1,1
41.77884,-71.43525,user_loc,"Cranston, RI",Rhode Island,0,0
28.5660449,-81.68864879,user_loc,"Florida, USA",Florida,0,0
55.85783,-4.24251,user_loc,"Glasgow, Scotland",other,0,0
33.90386341,-80.89375235,user_loc,"South Carolina, USA",South Carolina,0,0
35.78547,-78.6427,user_loc,"Raleigh, NC",North Carolina,0,0
51,4.5,user_loc,"Belgium, Flanders",other,0,0
38.8905,-77.08629,user_loc,"Arlington, VA",District of Columbia,0,0
39.9167222,-75.39898579,user_loc,Delaware County PA,Pennsylvania,0,0
39.16195,-76.62192,user_loc,"Glen Burnie, MD",Maryland,0,0
41.65381,-83.53626,user_loc,"Toledo, OH",Ohio,0,0
43.48201,-73.65623,user_loc,"Long Island, NY",New York,0,0
39.39870316,-99.41461919,user_loc,AMERICA,Kansas,0,0
36.37410569,-119.27023,user_loc,California,California,0,0
39.39870316,-99.41461919,user_loc,United States,Kansas,0,0
40.823,-86.11493,user_loc,#CentralAmerica in @mexico,Indiana,1,1
28.35709,-80.68596,user_loc,"Merritt Island, FL",Florida,0,0
41.60954,-86.72139,user_loc,"La Porte, IN",Indiana,0,0
38.62775,-90.19956,user_loc,"St Louis, MO, USA",Missouri,0,0
43.64869,-79.38544,user_loc,Toronto,other,0,0
47.47314,-94.87965,user_loc,Bemidji,Minnesota,0,0
33.37049,-112.58973,user_loc,AZ FL WV   Go Buckeyes!!,Arizona,1,1
30.68648,-88.05297,user_loc,"Mobile, AL",Alabama,0,0
41.57350273,-72.73830591,user_loc,"Connecticut, USA",Connecticut,0,0
14.1648628,120.86163,user_loc,GYE / PHL / LAX,other,1,0
48.89098505,2.361830046,user_loc,Paris | Corse | Martinique,other,0,0
22.69541199,71.57702797,user_loc,"Gujarat, India",other,0,0
36.37410569,-119.27023,user_loc,"California, USA",California,0,0
39.39870316,-99.41461919,user_loc,USA,Kansas,0,0
39.39870316,-99.41461919,user_loc,United States,Kansas,0,0
35.30111,-88.32148,user_loc,Right behind you,Tennessee,1,1
41.41011,2.17119,user_loc,FREE WORLD,other,1,0
18.53917,-72.335,user_loc,"Port au Prince, Haiti",other,0,0
38.98248,-77.095,user_loc,"Washington, DC metro area",Maryland,1,0
33.83705,-118.34312,user_loc,"Torrance, CA",California,0,0
38.96151,-94.73983,user_loc,"Lenexa, KS",Kansas,0,0
34.09763,-83.76205,user_loc,"Hoschton, GA",Georgia,0,0
25.77481,-80.19773,user_loc,"Miami, FL",Florida,0,0
38.89037,-77.03196,user_loc,"Washington, USA",District of Columbia,0,0
41.28364,-70.09868,user_loc,Nantucket ,other,0,0
34.05361,-118.2455,user_loc,Los Angeles,California,0,0
34.05361,-118.2455,user_loc,"Los Angeles, CA",California,0,0
3.901115804,-73.07575492,user_loc,Co,other,1,1
39.39870316,-99.41461919,user_loc,USA,Kansas,0,0
36.37410569,-119.27023,user_loc,"California, USA",California,0,0
40.89651165,-77.83875078,user_loc,"Pennsylvania, USA",Pennsylvania,0,0
52.12379015,19.39876899,user_loc,Poland,other,0,0
39.39870316,-99.41461919,user_loc,United States,Kansas,0,0
47.83792,-122.29947,user_loc,None of your business,Washington,1,1
50.66698075,8.601243115,user_loc,He/Him,other,1,0
41.5107,-81.58001,user_loc,trapped in America,Ohio,1,1
29.42458,-98.49461,user_loc,"San Antonio, TX",Texas,0,0
64.8080879,-151.0041578,user_loc,"Alaska, USA",Alaska,0,0
32.78115,-79.9316,user_loc,"Charleston, SC",South Carolina,0,0
33.44825,-112.0758,user_loc,"Phoenix, AZ",Arizona,0,0
